# LISA, DECIGO, and BBO peak-integrated sensitivities
# (*) to the overlap of the signals from bubble collisions and sound waves
# (*) for auto- (LISA) and cross- (DECIGO, BBO) correlation searches
# (*) at design sensitivity
#
# Normalization
# (*) threshold signal-to-noise ratio = 1
# (*) observing time = 1 yr
#
# Column 1: Log10 of the peak frequency f_b, redshifted to today, in units of Hz
# Column 2: Log10 of the peak frequency f_s, redshifted to today, in units of Hz
# Column 3: Log10 of the peak-integrated sensitivity for LISA
# Column 4: Log10 of the peak-integrated sensitivity for DECIGO
# Column 5: Log10 of the peak-integrated sensitivity for BBO
#

 -8.000000	 -8.000000	 -1.932704	 -1.690685	 -2.023988
 -8.000000	 -7.900000	 -2.132704	 -1.890685	 -2.223988
 -8.000000	 -7.800000	 -2.332704	 -2.090685	 -2.423988
 -8.000000	 -7.700000	 -2.532704	 -2.290685	 -2.623988
 -8.000000	 -7.600000	 -2.732704	 -2.490685	 -2.823988
 -8.000000	 -7.500000	 -2.932704	 -2.690685	 -3.023988
 -8.000000	 -7.400000	 -3.132704	 -2.890685	 -3.223988
 -8.000000	 -7.300000	 -3.332703	 -3.090685	 -3.423988
 -8.000000	 -7.200000	 -3.532703	 -3.290685	 -3.623988
 -8.000000	 -7.100000	 -3.732703	 -3.490685	 -3.823988
 -8.000000	 -7.000000	 -3.932703	 -3.690685	 -4.023988
 -8.000000	 -6.900000	 -4.132703	 -3.890685	 -4.223988
 -8.000000	 -6.800000	 -4.332702	 -4.090685	 -4.423988
 -8.000000	 -6.700000	 -4.532702	 -4.290685	 -4.623988
 -8.000000	 -6.600000	 -4.732701	 -4.490685	 -4.823988
 -8.000000	 -6.500000	 -4.932699	 -4.690685	 -5.023988
 -8.000000	 -6.400000	 -5.132696	 -4.890685	 -5.223988
 -8.000000	 -6.300000	 -5.332692	 -5.090685	 -5.423988
 -8.000000	 -6.200000	 -5.532685	 -5.290685	 -5.623988
 -8.000000	 -6.100000	 -5.732674	 -5.490684	 -5.823988
 -8.000000	 -6.000000	 -5.932657	 -5.690684	 -6.023987
 -8.000000	 -5.900000	 -6.132630	 -5.890684	 -6.223987
 -8.000000	 -5.800000	 -6.332587	 -6.090683	 -6.423987
 -8.000000	 -5.700000	 -6.532520	 -6.290683	 -6.623986
 -8.000000	 -5.600000	 -6.732416	 -6.490682	 -6.823985
